case_id,modality,filename,z,y,x,spacing_x,spacing_y,spacing_z
AB_1ABB054,CT,AB_1ABB054_CT_reg.nii.gz,81,446,445,1.0,1.0,3.0
AB_1ABB054,MR,AB_1ABB054_MR.nii.gz,81,446,445,1.0,1.0,3.0
AB_1ABB054,MASK,AB_1ABB054_mask.nii.gz,81,446,445,1.0,1.0,3.0
AB_1ABB056,CT,AB_1ABB056_CT_reg.nii.gz,103,442,452,1.0,1.0,3.0
AB_1ABB056,MR,AB_1ABB056_MR.nii.gz,103,442,452,1.0,1.0,3.0
AB_1ABB056,MASK,AB_1ABB056_mask.nii.gz,103,442,452,1.0,1.0,3.0
AB_1ABB057,CT,AB_1ABB057_CT_reg.nii.gz,110,438,437,1.0,1.0,3.0
AB_1ABB057,MR,AB_1ABB057_MR.nii.gz,110,438,437,1.0,1.0,3.0
AB_1ABB057,MASK,AB_1ABB057_mask.nii.gz,110,438,437,1.0,1.0,3.0
AB_1ABB058,CT,AB_1ABB058_CT_reg.nii.gz,126,526,608,1.0,1.0,3.0
AB_1ABB058,MR,AB_1ABB058_MR.nii.gz,126,526,608,1.0,1.0,3.0
AB_1ABB058,MASK,AB_1ABB058_mask.nii.gz,126,526,608,1.0,1.0,3.0
AB_1ABB059,CT,AB_1ABB059_CT_reg.nii.gz,123,460,452,1.0,1.0,3.0
AB_1ABB059,MR,AB_1ABB059_MR.nii.gz,123,460,452,1.0,1.0,3.0
AB_1ABB059,MASK,AB_1ABB059_mask.nii.gz,123,460,452,1.0,1.0,3.0
AB_1ABB061,CT,AB_1ABB061_CT_reg.nii.gz,90,450,461,1.0,1.0,3.0
AB_1ABB061,MR,AB_1ABB061_MR.nii.gz,90,450,461,1.0,1.0,3.0
AB_1ABB061,MASK,AB_1ABB061_mask.nii.gz,90,450,461,1.0,1.0,3.0
AB_1ABB062,CT,AB_1ABB062_CT_reg.nii.gz,126,410,404,1.0,1.0,3.0
AB_1ABB062,MR,AB_1ABB062_MR.nii.gz,126,410,404,1.0,1.0,3.0
AB_1ABB062,MASK,AB_1ABB062_mask.nii.gz,126,410,404,1.0,1.0,3.0
AB_1ABB066,CT,AB_1ABB066_CT_reg.nii.gz,100,465,460,1.0,1.0,3.0
AB_1ABB066,MR,AB_1ABB066_MR.nii.gz,100,465,460,1.0,1.0,3.0
AB_1ABB066,MASK,AB_1ABB066_mask.nii.gz,100,465,460,1.0,1.0,3.0
AB_1ABB067,CT,AB_1ABB067_CT_reg.nii.gz,118,447,444,1.0,1.0,3.0
AB_1ABB067,MR,AB_1ABB067_MR.nii.gz,118,447,444,1.0,1.0,3.0
AB_1ABB067,MASK,AB_1ABB067_mask.nii.gz,118,447,444,1.0,1.0,3.0
AB_1ABB069,CT,AB_1ABB069_CT_reg.nii.gz,144,439,443,1.0,1.0,3.0
AB_1ABB069,MR,AB_1ABB069_MR.nii.gz,144,439,443,1.0,1.0,3.0
AB_1ABB069,MASK,AB_1ABB069_mask.nii.gz,144,439,443,1.0,1.0,3.0
AB_1ABB070,CT,AB_1ABB070_CT_reg.nii.gz,100,439,442,1.0,1.0,3.0
AB_1ABB070,MR,AB_1ABB070_MR.nii.gz,100,439,442,1.0,1.0,3.0
AB_1ABB070,MASK,AB_1ABB070_mask.nii.gz,100,439,442,1.0,1.0,3.0
AB_1ABB073,CT,AB_1ABB073_CT_reg.nii.gz,91,439,448,1.0,1.0,3.0
AB_1ABB073,MR,AB_1ABB073_MR.nii.gz,91,439,448,1.0,1.0,3.0
AB_1ABB073,MASK,AB_1ABB073_mask.nii.gz,91,439,448,1.0,1.0,3.0
AB_1ABB077,CT,AB_1ABB077_CT_reg.nii.gz,81,439,440,1.0,1.0,3.0
AB_1ABB077,MR,AB_1ABB077_MR.nii.gz,81,439,440,1.0,1.0,3.0
AB_1ABB077,MASK,AB_1ABB077_mask.nii.gz,81,439,440,1.0,1.0,3.0
AB_1ABB078,CT,AB_1ABB078_CT_reg.nii.gz,141,447,438,1.0,1.0,3.0
AB_1ABB078,MR,AB_1ABB078_MR.nii.gz,141,447,438,1.0,1.0,3.0
AB_1ABB078,MASK,AB_1ABB078_mask.nii.gz,141,447,438,1.0,1.0,3.0
AB_1ABB083,CT,AB_1ABB083_CT_reg.nii.gz,92,490,489,1.0,1.0,3.0
AB_1ABB083,MR,AB_1ABB083_MR.nii.gz,92,490,489,1.0,1.0,3.0
AB_1ABB083,MASK,AB_1ABB083_mask.nii.gz,92,490,489,1.0,1.0,3.0
AB_1ABB084,CT,AB_1ABB084_CT_reg.nii.gz,116,450,459,1.0,1.0,3.0
AB_1ABB084,MR,AB_1ABB084_MR.nii.gz,116,450,459,1.0,1.0,3.0
AB_1ABB084,MASK,AB_1ABB084_mask.nii.gz,116,450,459,1.0,1.0,3.0
AB_1ABB086,CT,AB_1ABB086_CT_reg.nii.gz,125,520,584,1.0,1.0,3.0
AB_1ABB086,MR,AB_1ABB086_MR.nii.gz,125,520,584,1.0,1.0,3.0
AB_1ABB086,MASK,AB_1ABB086_mask.nii.gz,125,520,584,1.0,1.0,3.0
AB_1ABB098,CT,AB_1ABB098_CT_reg.nii.gz,92,493,491,1.0,1.0,3.0
AB_1ABB098,MR,AB_1ABB098_MR.nii.gz,92,493,491,1.0,1.0,3.0
AB_1ABB098,MASK,AB_1ABB098_mask.nii.gz,92,493,491,1.0,1.0,3.0
AB_1ABB102,CT,AB_1ABB102_CT_reg.nii.gz,151,495,556,1.0,1.0,3.0
AB_1ABB102,MR,AB_1ABB102_MR.nii.gz,151,495,556,1.0,1.0,3.0
AB_1ABB102,MASK,AB_1ABB102_mask.nii.gz,151,495,556,1.0,1.0,3.0
AB_1ABB103,CT,AB_1ABB103_CT_reg.nii.gz,129,445,446,1.0,1.0,3.0
AB_1ABB103,MR,AB_1ABB103_MR.nii.gz,129,445,446,1.0,1.0,3.0
AB_1ABB103,MASK,AB_1ABB103_mask.nii.gz,129,445,446,1.0,1.0,3.0
AB_1ABB109,CT,AB_1ABB109_CT_reg.nii.gz,100,443,441,1.0,1.0,3.0
AB_1ABB109,MR,AB_1ABB109_MR.nii.gz,100,443,441,1.0,1.0,3.0
AB_1ABB109,MASK,AB_1ABB109_mask.nii.gz,100,443,441,1.0,1.0,3.0
AB_1ABB110,CT,AB_1ABB110_CT_reg.nii.gz,134,438,446,1.0,1.0,3.0
AB_1ABB110,MR,AB_1ABB110_MR.nii.gz,134,438,446,1.0,1.0,3.0
AB_1ABB110,MASK,AB_1ABB110_mask.nii.gz,134,438,446,1.0,1.0,3.0
AB_1ABB112,CT,AB_1ABB112_CT_reg.nii.gz,156,421,440,1.0,1.0,3.0
AB_1ABB112,MR,AB_1ABB112_MR.nii.gz,156,421,440,1.0,1.0,3.0
AB_1ABB112,MASK,AB_1ABB112_mask.nii.gz,156,421,440,1.0,1.0,3.0
AB_1ABB113,CT,AB_1ABB113_CT_reg.nii.gz,118,449,439,1.0,1.0,3.0
AB_1ABB113,MR,AB_1ABB113_MR.nii.gz,118,449,439,1.0,1.0,3.0
AB_1ABB113,MASK,AB_1ABB113_mask.nii.gz,118,449,439,1.0,1.0,3.0
AB_1ABB114,CT,AB_1ABB114_CT_reg.nii.gz,103,449,439,1.0,1.0,3.0
AB_1ABB114,MR,AB_1ABB114_MR.nii.gz,103,449,439,1.0,1.0,3.0
AB_1ABB114,MASK,AB_1ABB114_mask.nii.gz,103,449,439,1.0,1.0,3.0
AB_1ABB115,CT,AB_1ABB115_CT_reg.nii.gz,93,442,442,1.0,1.0,3.0
AB_1ABB115,MR,AB_1ABB115_MR.nii.gz,93,442,442,1.0,1.0,3.0
AB_1ABB115,MASK,AB_1ABB115_mask.nii.gz,93,442,442,1.0,1.0,3.0
AB_1ABB116,CT,AB_1ABB116_CT_reg.nii.gz,92,480,488,1.0,1.0,3.0
AB_1ABB116,MR,AB_1ABB116_MR.nii.gz,92,480,488,1.0,1.0,3.0
AB_1ABB116,MASK,AB_1ABB116_mask.nii.gz,92,480,488,1.0,1.0,3.0
AB_1ABB117,CT,AB_1ABB117_CT_reg.nii.gz,120,442,440,1.0,1.0,3.0
AB_1ABB117,MR,AB_1ABB117_MR.nii.gz,120,442,440,1.0,1.0,3.0
AB_1ABB117,MASK,AB_1ABB117_mask.nii.gz,120,442,440,1.0,1.0,3.0
AB_1ABB118,CT,AB_1ABB118_CT_reg.nii.gz,126,362,583,1.0,1.0,3.0
AB_1ABB118,MR,AB_1ABB118_MR.nii.gz,126,362,583,1.0,1.0,3.0
AB_1ABB118,MASK,AB_1ABB118_mask.nii.gz,126,362,583,1.0,1.0,3.0
AB_1ABB119,CT,AB_1ABB119_CT_reg.nii.gz,138,402,398,1.0,1.0,3.0
AB_1ABB119,MR,AB_1ABB119_MR.nii.gz,138,402,398,1.0,1.0,3.0
AB_1ABB119,MASK,AB_1ABB119_mask.nii.gz,138,402,398,1.0,1.0,3.0
AB_1ABB120,CT,AB_1ABB120_CT_reg.nii.gz,127,447,445,1.0,1.0,3.0
AB_1ABB120,MR,AB_1ABB120_MR.nii.gz,127,447,445,1.0,1.0,3.0
AB_1ABB120,MASK,AB_1ABB120_mask.nii.gz,127,447,445,1.0,1.0,3.0
AB_1ABB121,CT,AB_1ABB121_CT_reg.nii.gz,120,389,393,1.0,1.0,3.0
AB_1ABB121,MR,AB_1ABB121_MR.nii.gz,120,389,393,1.0,1.0,3.0
AB_1ABB121,MASK,AB_1ABB121_mask.nii.gz,120,389,393,1.0,1.0,3.0
AB_1ABB122,CT,AB_1ABB122_CT_reg.nii.gz,156,399,413,1.0,1.0,3.0
AB_1ABB122,MR,AB_1ABB122_MR.nii.gz,156,399,413,1.0,1.0,3.0
AB_1ABB122,MASK,AB_1ABB122_mask.nii.gz,156,399,413,1.0,1.0,3.0
AB_1ABB123,CT,AB_1ABB123_CT_reg.nii.gz,83,452,444,1.0,1.0,3.0
AB_1ABB123,MR,AB_1ABB123_MR.nii.gz,83,452,444,1.0,1.0,3.0
AB_1ABB123,MASK,AB_1ABB123_mask.nii.gz,83,452,444,1.0,1.0,3.0
AB_1ABB124,CT,AB_1ABB124_CT_reg.nii.gz,100,438,444,1.0,1.0,3.0
AB_1ABB124,MR,AB_1ABB124_MR.nii.gz,100,438,444,1.0,1.0,3.0
AB_1ABB124,MASK,AB_1ABB124_mask.nii.gz,100,438,444,1.0,1.0,3.0
AB_1ABB126,CT,AB_1ABB126_CT_reg.nii.gz,103,471,499,1.0,1.0,3.0
AB_1ABB126,MR,AB_1ABB126_MR.nii.gz,103,471,499,1.0,1.0,3.0
AB_1ABB126,MASK,AB_1ABB126_mask.nii.gz,103,471,499,1.0,1.0,3.0
AB_1ABB127,CT,AB_1ABB127_CT_reg.nii.gz,84,490,486,1.0,1.0,3.0
AB_1ABB127,MR,AB_1ABB127_MR.nii.gz,84,490,486,1.0,1.0,3.0
AB_1ABB127,MASK,AB_1ABB127_mask.nii.gz,84,490,486,1.0,1.0,3.0
AB_1ABB128,CT,AB_1ABB128_CT_reg.nii.gz,140,448,446,1.0,1.0,3.0
AB_1ABB128,MR,AB_1ABB128_MR.nii.gz,140,448,446,1.0,1.0,3.0
AB_1ABB128,MASK,AB_1ABB128_mask.nii.gz,140,448,446,1.0,1.0,3.0
AB_1ABB130,CT,AB_1ABB130_CT_reg.nii.gz,92,489,487,1.0,1.0,3.0
AB_1ABB130,MR,AB_1ABB130_MR.nii.gz,92,489,487,1.0,1.0,3.0
AB_1ABB130,MASK,AB_1ABB130_mask.nii.gz,92,489,487,1.0,1.0,3.0
AB_1ABB132,CT,AB_1ABB132_CT_reg.nii.gz,91,489,486,1.0,1.0,3.0
AB_1ABB132,MR,AB_1ABB132_MR.nii.gz,91,489,486,1.0,1.0,3.0
AB_1ABB132,MASK,AB_1ABB132_mask.nii.gz,91,489,486,1.0,1.0,3.0
AB_1ABB135,CT,AB_1ABB135_CT_reg.nii.gz,138,493,555,1.0,1.0,3.0
AB_1ABB135,MR,AB_1ABB135_MR.nii.gz,138,493,555,1.0,1.0,3.0
AB_1ABB135,MASK,AB_1ABB135_mask.nii.gz,138,493,555,1.0,1.0,3.0
AB_1ABB137,CT,AB_1ABB137_CT_reg.nii.gz,150,452,449,1.0,1.0,3.0
AB_1ABB137,MR,AB_1ABB137_MR.nii.gz,150,452,449,1.0,1.0,3.0
AB_1ABB137,MASK,AB_1ABB137_mask.nii.gz,150,452,449,1.0,1.0,3.0
AB_1ABB138,CT,AB_1ABB138_CT_reg.nii.gz,108,459,449,1.0,1.0,3.0
AB_1ABB138,MR,AB_1ABB138_MR.nii.gz,108,459,449,1.0,1.0,3.0
AB_1ABB138,MASK,AB_1ABB138_mask.nii.gz,108,459,449,1.0,1.0,3.0
AB_1ABB139,CT,AB_1ABB139_CT_reg.nii.gz,94,493,493,1.0,1.0,3.0
AB_1ABB139,MR,AB_1ABB139_MR.nii.gz,94,493,493,1.0,1.0,3.0
AB_1ABB139,MASK,AB_1ABB139_mask.nii.gz,94,493,493,1.0,1.0,3.0
AB_1ABB143,CT,AB_1ABB143_CT_reg.nii.gz,86,504,551,1.0,1.0,3.0
AB_1ABB143,MR,AB_1ABB143_MR.nii.gz,86,504,551,1.0,1.0,3.0
AB_1ABB143,MASK,AB_1ABB143_mask.nii.gz,86,504,551,1.0,1.0,3.0
AB_1ABB145,CT,AB_1ABB145_CT_reg.nii.gz,95,497,493,1.0,1.0,3.0
AB_1ABB145,MR,AB_1ABB145_MR.nii.gz,95,497,493,1.0,1.0,3.0
AB_1ABB145,MASK,AB_1ABB145_mask.nii.gz,95,497,493,1.0,1.0,3.0
AB_1ABB147,CT,AB_1ABB147_CT_reg.nii.gz,72,486,490,1.0,1.0,3.0
AB_1ABB147,MR,AB_1ABB147_MR.nii.gz,72,486,490,1.0,1.0,3.0
AB_1ABB147,MASK,AB_1ABB147_mask.nii.gz,72,486,490,1.0,1.0,3.0
AB_1ABB149,CT,AB_1ABB149_CT_reg.nii.gz,127,440,441,1.0,1.0,3.0
AB_1ABB149,MR,AB_1ABB149_MR.nii.gz,127,440,441,1.0,1.0,3.0
AB_1ABB149,MASK,AB_1ABB149_mask.nii.gz,127,440,441,1.0,1.0,3.0
AB_1ABB150,CT,AB_1ABB150_CT_reg.nii.gz,123,510,586,1.0,1.0,3.0
AB_1ABB150,MR,AB_1ABB150_MR.nii.gz,123,510,586,1.0,1.0,3.0
AB_1ABB150,MASK,AB_1ABB150_mask.nii.gz,123,510,586,1.0,1.0,3.0
AB_1ABB151,CT,AB_1ABB151_CT_reg.nii.gz,152,507,568,1.0,1.0,3.0
AB_1ABB151,MR,AB_1ABB151_MR.nii.gz,152,507,568,1.0,1.0,3.0
AB_1ABB151,MASK,AB_1ABB151_mask.nii.gz,152,507,568,1.0,1.0,3.0
AB_1ABB153,CT,AB_1ABB153_CT_reg.nii.gz,116,512,584,1.0,1.0,3.0
AB_1ABB153,MR,AB_1ABB153_MR.nii.gz,116,512,584,1.0,1.0,3.0
AB_1ABB153,MASK,AB_1ABB153_mask.nii.gz,116,512,584,1.0,1.0,3.0
AB_1ABB155,CT,AB_1ABB155_CT_reg.nii.gz,140,451,453,1.0,1.0,3.0
AB_1ABB155,MR,AB_1ABB155_MR.nii.gz,140,451,453,1.0,1.0,3.0
AB_1ABB155,MASK,AB_1ABB155_mask.nii.gz,140,451,453,1.0,1.0,3.0
AB_1ABB159,CT,AB_1ABB159_CT_reg.nii.gz,128,438,438,1.0,1.0,3.0
AB_1ABB159,MR,AB_1ABB159_MR.nii.gz,128,438,438,1.0,1.0,3.0
AB_1ABB159,MASK,AB_1ABB159_mask.nii.gz,128,438,438,1.0,1.0,3.0
AB_1ABB161,CT,AB_1ABB161_CT_reg.nii.gz,100,392,400,1.0,1.0,3.0
AB_1ABB161,MR,AB_1ABB161_MR.nii.gz,100,392,400,1.0,1.0,3.0
AB_1ABB161,MASK,AB_1ABB161_mask.nii.gz,100,392,400,1.0,1.0,3.0
AB_1ABB162,CT,AB_1ABB162_CT_reg.nii.gz,164,430,438,1.0,1.0,3.0
AB_1ABB162,MR,AB_1ABB162_MR.nii.gz,164,430,438,1.0,1.0,3.0
AB_1ABB162,MASK,AB_1ABB162_mask.nii.gz,164,430,438,1.0,1.0,3.0
AB_1ABB163,CT,AB_1ABB163_CT_reg.nii.gz,154,395,399,1.0,1.0,3.0
AB_1ABB163,MR,AB_1ABB163_MR.nii.gz,154,395,399,1.0,1.0,3.0
AB_1ABB163,MASK,AB_1ABB163_mask.nii.gz,154,395,399,1.0,1.0,3.0
AB_1ABB164,CT,AB_1ABB164_CT_reg.nii.gz,106,389,392,1.0,1.0,3.0
AB_1ABB164,MR,AB_1ABB164_MR.nii.gz,106,389,392,1.0,1.0,3.0
AB_1ABB164,MASK,AB_1ABB164_mask.nii.gz,106,389,392,1.0,1.0,3.0
AB_1ABB166,CT,AB_1ABB166_CT_reg.nii.gz,122,437,437,1.0,1.0,3.0
AB_1ABB166,MR,AB_1ABB166_MR.nii.gz,122,437,437,1.0,1.0,3.0
AB_1ABB166,MASK,AB_1ABB166_mask.nii.gz,122,437,437,1.0,1.0,3.0
AB_1ABB168,CT,AB_1ABB168_CT_reg.nii.gz,163,407,420,1.0,1.0,3.0
AB_1ABB168,MR,AB_1ABB168_MR.nii.gz,163,407,420,1.0,1.0,3.0
AB_1ABB168,MASK,AB_1ABB168_mask.nii.gz,163,407,420,1.0,1.0,3.0
AB_1ABB169,CT,AB_1ABB169_CT_reg.nii.gz,98,391,399,1.0,1.0,3.0
AB_1ABB169,MR,AB_1ABB169_MR.nii.gz,98,391,399,1.0,1.0,3.0
AB_1ABB169,MASK,AB_1ABB169_mask.nii.gz,98,391,399,1.0,1.0,3.0
AB_1ABB170,CT,AB_1ABB170_CT_reg.nii.gz,92,489,489,1.0,1.0,3.0
AB_1ABB170,MR,AB_1ABB170_MR.nii.gz,92,489,489,1.0,1.0,3.0
AB_1ABB170,MASK,AB_1ABB170_mask.nii.gz,92,489,489,1.0,1.0,3.0
AB_1ABB173,CT,AB_1ABB173_CT_reg.nii.gz,78,492,491,1.0,1.0,3.0
AB_1ABB173,MR,AB_1ABB173_MR.nii.gz,78,492,491,1.0,1.0,3.0
AB_1ABB173,MASK,AB_1ABB173_mask.nii.gz,78,492,491,1.0,1.0,3.0
AB_1ABC002,CT,AB_1ABC002_CT_reg.nii.gz,92,449,495,1.0,1.0,3.0
AB_1ABC002,MR,AB_1ABC002_MR.nii.gz,92,449,495,1.0,1.0,3.0
AB_1ABC002,MASK,AB_1ABC002_mask.nii.gz,92,449,495,1.0,1.0,3.0
AB_1ABC004,CT,AB_1ABC004_CT_reg.nii.gz,82,441,495,1.0,1.0,3.0
AB_1ABC004,MR,AB_1ABC004_MR.nii.gz,82,441,495,1.0,1.0,3.0
AB_1ABC004,MASK,AB_1ABC004_mask.nii.gz,82,441,495,1.0,1.0,3.0
AB_1ABC007,CT,AB_1ABC007_CT_reg.nii.gz,73,443,505,1.0,1.0,3.0
AB_1ABC007,MR,AB_1ABC007_MR.nii.gz,73,443,505,1.0,1.0,3.0
AB_1ABC007,MASK,AB_1ABC007_mask.nii.gz,73,443,505,1.0,1.0,3.0
AB_1ABC008,CT,AB_1ABC008_CT_reg.nii.gz,90,448,505,1.0,1.0,3.0
AB_1ABC008,MR,AB_1ABC008_MR.nii.gz,90,448,505,1.0,1.0,3.0
AB_1ABC008,MASK,AB_1ABC008_mask.nii.gz,90,448,505,1.0,1.0,3.0
AB_1ABC009,CT,AB_1ABC009_CT_reg.nii.gz,75,443,474,1.0,1.0,3.0
AB_1ABC009,MR,AB_1ABC009_MR.nii.gz,75,443,474,1.0,1.0,3.0
AB_1ABC009,MASK,AB_1ABC009_mask.nii.gz,75,443,474,1.0,1.0,3.0
AB_1ABC010,CT,AB_1ABC010_CT_reg.nii.gz,91,447,492,1.0,1.0,3.0
AB_1ABC010,MR,AB_1ABC010_MR.nii.gz,91,447,492,1.0,1.0,3.0
AB_1ABC010,MASK,AB_1ABC010_mask.nii.gz,91,447,492,1.0,1.0,3.0
AB_1ABC012,CT,AB_1ABC012_CT_reg.nii.gz,84,438,489,1.0,1.0,3.0
AB_1ABC012,MR,AB_1ABC012_MR.nii.gz,84,438,489,1.0,1.0,3.0
AB_1ABC012,MASK,AB_1ABC012_mask.nii.gz,84,438,489,1.0,1.0,3.0
AB_1ABC014,CT,AB_1ABC014_CT_reg.nii.gz,88,444,491,1.0,1.0,3.0
AB_1ABC014,MR,AB_1ABC014_MR.nii.gz,88,444,491,1.0,1.0,3.0
AB_1ABC014,MASK,AB_1ABC014_mask.nii.gz,88,444,491,1.0,1.0,3.0
AB_1ABC016,CT,AB_1ABC016_CT_reg.nii.gz,91,447,495,1.0,1.0,3.0
AB_1ABC016,MR,AB_1ABC016_MR.nii.gz,91,447,495,1.0,1.0,3.0
AB_1ABC016,MASK,AB_1ABC016_mask.nii.gz,91,447,495,1.0,1.0,3.0
AB_1ABC018,CT,AB_1ABC018_CT_reg.nii.gz,88,446,494,1.0,1.0,3.0
AB_1ABC018,MR,AB_1ABC018_MR.nii.gz,88,446,494,1.0,1.0,3.0
AB_1ABC018,MASK,AB_1ABC018_mask.nii.gz,88,446,494,1.0,1.0,3.0
AB_1ABC019,CT,AB_1ABC019_CT_reg.nii.gz,79,447,501,1.0,1.0,3.0
AB_1ABC019,MR,AB_1ABC019_MR.nii.gz,79,447,501,1.0,1.0,3.0
AB_1ABC019,MASK,AB_1ABC019_mask.nii.gz,79,447,501,1.0,1.0,3.0
AB_1ABC021,CT,AB_1ABC021_CT_reg.nii.gz,61,431,477,1.0,1.0,3.0
AB_1ABC021,MR,AB_1ABC021_MR.nii.gz,61,431,477,1.0,1.0,3.0
AB_1ABC021,MASK,AB_1ABC021_mask.nii.gz,61,431,477,1.0,1.0,3.0
AB_1ABC100,CT,AB_1ABC100_CT_reg.nii.gz,90,434,441,1.0,1.0,3.0
AB_1ABC100,MR,AB_1ABC100_MR.nii.gz,90,434,441,1.0,1.0,3.0
AB_1ABC100,MASK,AB_1ABC100_mask.nii.gz,90,434,441,1.0,1.0,3.0
AB_1ABC116,CT,AB_1ABC116_CT_reg.nii.gz,49,444,443,1.0,1.0,3.0
AB_1ABC116,MR,AB_1ABC116_MR.nii.gz,49,444,443,1.0,1.0,3.0
AB_1ABC116,MASK,AB_1ABC116_mask.nii.gz,49,444,443,1.0,1.0,3.0
AB_1ABC118,CT,AB_1ABC118_CT_reg.nii.gz,109,362,439,1.0,1.0,3.0
AB_1ABC118,MR,AB_1ABC118_MR.nii.gz,109,362,439,1.0,1.0,3.0
AB_1ABC118,MASK,AB_1ABC118_mask.nii.gz,109,362,439,1.0,1.0,3.0
AB_1ABC121,CT,AB_1ABC121_CT_reg.nii.gz,81,339,514,1.0,1.0,3.0
AB_1ABC121,MR,AB_1ABC121_MR.nii.gz,81,339,514,1.0,1.0,3.0
AB_1ABC121,MASK,AB_1ABC121_mask.nii.gz,81,339,514,1.0,1.0,3.0
AB_1ABC122,CT,AB_1ABC122_CT_reg.nii.gz,66,393,436,1.0,1.0,3.0
AB_1ABC122,MR,AB_1ABC122_MR.nii.gz,66,393,436,1.0,1.0,3.0
AB_1ABC122,MASK,AB_1ABC122_mask.nii.gz,66,393,436,1.0,1.0,3.0
AB_1ABC127,CT,AB_1ABC127_CT_reg.nii.gz,108,404,536,1.0,1.0,3.0
AB_1ABC127,MR,AB_1ABC127_MR.nii.gz,108,404,536,1.0,1.0,3.0
AB_1ABC127,MASK,AB_1ABC127_mask.nii.gz,108,404,536,1.0,1.0,3.0
AB_1ABC129,CT,AB_1ABC129_CT_reg.nii.gz,96,350,426,1.0,1.0,3.0
AB_1ABC129,MR,AB_1ABC129_MR.nii.gz,96,350,426,1.0,1.0,3.0
AB_1ABC129,MASK,AB_1ABC129_mask.nii.gz,96,350,426,1.0,1.0,3.0
HN_1HNA001,CT,HN_1HNA001_CT_reg.nii.gz,118,390,533,1.0,1.0,3.0
HN_1HNA001,MR,HN_1HNA001_MR.nii.gz,118,390,533,1.0,1.0,3.0
HN_1HNA001,MASK,HN_1HNA001_mask.nii.gz,118,390,533,1.0,1.0,3.0
HN_1HNA004,CT,HN_1HNA004_CT_reg.nii.gz,109,382,499,1.0,1.0,3.0
HN_1HNA004,MR,HN_1HNA004_MR.nii.gz,109,382,499,1.0,1.0,3.0
HN_1HNA004,MASK,HN_1HNA004_mask.nii.gz,109,382,499,1.0,1.0,3.0
HN_1HNA006,CT,HN_1HNA006_CT_reg.nii.gz,112,356,529,1.0,1.0,3.0
HN_1HNA006,MR,HN_1HNA006_MR.nii.gz,112,356,529,1.0,1.0,3.0
HN_1HNA006,MASK,HN_1HNA006_mask.nii.gz,112,356,529,1.0,1.0,3.0
HN_1HNA008,CT,HN_1HNA008_CT_reg.nii.gz,131,392,590,1.0,1.0,3.0
HN_1HNA008,MR,HN_1HNA008_MR.nii.gz,131,392,590,1.0,1.0,3.0
HN_1HNA008,MASK,HN_1HNA008_mask.nii.gz,131,392,590,1.0,1.0,3.0
HN_1HNA010,CT,HN_1HNA010_CT_reg.nii.gz,116,384,560,1.0,1.0,3.0
HN_1HNA010,MR,HN_1HNA010_MR.nii.gz,116,384,560,1.0,1.0,3.0
HN_1HNA010,MASK,HN_1HNA010_mask.nii.gz,116,384,560,1.0,1.0,3.0
HN_1HNA012,CT,HN_1HNA012_CT_reg.nii.gz,111,379,499,1.0,1.0,3.0
HN_1HNA012,MR,HN_1HNA012_MR.nii.gz,111,379,499,1.0,1.0,3.0
HN_1HNA012,MASK,HN_1HNA012_mask.nii.gz,111,379,499,1.0,1.0,3.0
HN_1HNA013,CT,HN_1HNA013_CT_reg.nii.gz,134,378,585,1.0,1.0,3.0
HN_1HNA013,MR,HN_1HNA013_MR.nii.gz,134,378,585,1.0,1.0,3.0
HN_1HNA013,MASK,HN_1HNA013_mask.nii.gz,134,378,585,1.0,1.0,3.0
HN_1HNA014,CT,HN_1HNA014_CT_reg.nii.gz,123,378,573,1.0,1.0,3.0
HN_1HNA014,MR,HN_1HNA014_MR.nii.gz,123,378,573,1.0,1.0,3.0
HN_1HNA014,MASK,HN_1HNA014_mask.nii.gz,123,378,573,1.0,1.0,3.0
HN_1HNA015,CT,HN_1HNA015_CT_reg.nii.gz,115,379,499,1.0,1.0,3.0
HN_1HNA015,MR,HN_1HNA015_MR.nii.gz,115,379,499,1.0,1.0,3.0
HN_1HNA015,MASK,HN_1HNA015_mask.nii.gz,115,379,499,1.0,1.0,3.0
HN_1HNA018,CT,HN_1HNA018_CT_reg.nii.gz,135,381,542,1.0,1.0,3.0
HN_1HNA018,MR,HN_1HNA018_MR.nii.gz,135,381,542,1.0,1.0,3.0
HN_1HNA018,MASK,HN_1HNA018_mask.nii.gz,135,381,542,1.0,1.0,3.0
HN_1HNA019,CT,HN_1HNA019_CT_reg.nii.gz,117,356,516,1.0,1.0,3.0
HN_1HNA019,MR,HN_1HNA019_MR.nii.gz,117,356,516,1.0,1.0,3.0
HN_1HNA019,MASK,HN_1HNA019_mask.nii.gz,117,356,516,1.0,1.0,3.0
HN_1HNA021,CT,HN_1HNA021_CT_reg.nii.gz,125,355,577,1.0,1.0,3.0
HN_1HNA021,MR,HN_1HNA021_MR.nii.gz,125,355,577,1.0,1.0,3.0
HN_1HNA021,MASK,HN_1HNA021_mask.nii.gz,125,355,577,1.0,1.0,3.0
HN_1HNA023,CT,HN_1HNA023_CT_reg.nii.gz,114,381,482,1.0,1.0,3.0
HN_1HNA023,MR,HN_1HNA023_MR.nii.gz,114,381,482,1.0,1.0,3.0
HN_1HNA023,MASK,HN_1HNA023_mask.nii.gz,114,381,482,1.0,1.0,3.0
HN_1HNA025,CT,HN_1HNA025_CT_reg.nii.gz,130,371,593,1.0,1.0,3.0
